Tnumber:,,,,,,200,200,200,200,200,200,200,200,200,200,200,200,200,200,300,300,300,300,310,310,310,320,320,320,320,330,330,330,330,330,330,330,340,340,350,350,350,550,550,560,560,560,
118, 0,237,0, 1,1,-388.283,-456.569,-458.379,-458.641,-457.320,-456.016,-458.739,-457.632,-460.201,-458.613,-459.499,-458.875,0.526,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.649,PASS,1234.804,2.473,1900.334,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
118, 1,237,1, 1,1,-400.108,-476.635,-475.779,-476.247,-473.990,-476.095,-474.519,-476.485,-476.622,-476.351,-476.228,-474.012,0.349,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.604,PASS,1231.679,2.464,1926.957,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
119, 0,239,0, 1,1,-385.800,-461.238,-462.582,-459.017,-458.531,-458.642,-460.334,-459.151,-461.040,-457.854,-460.091,-457.930,0.080,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.686,PASS,1233.426,2.461,1889.231,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
119, 1,239,1, 1,1,-387.677,-459.455,-458.850,-459.287,-460.125,-458.522,-458.854,-460.019,-460.879,-459.917,-460.276,-459.733,0.572,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1225.853,2.440,1923.048,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
120, 0,241,0, 1,1,-391.978,-459.593,-460.416,-462.708,-462.921,-462.611,-464.861,-462.162,-464.619,-463.706,-464.268,-464.229,0.115,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.732,PASS,1230.656,2.499,1934.208,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
120, 1,241,1, 1,1,-402.897,-478.200,-477.269,-476.671,-477.919,-476.630,-475.096,-477.166,-478.143,-478.809,-478.893,-475.633,0.361,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.629,PASS,1228.985,2.443,1928.365,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
121, 0,243,0, 1,1,-393.730,-465.131,-466.280,-465.141,-465.715,-465.987,-465.850,-465.985,-466.097,-464.341,-466.047,-464.143,0.471,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.669,PASS,1229.829,2.488,1930.461,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
121, 1,243,1, 1,1,-390.581,-460.362,-459.715,-463.406,-463.873,-462.013,-461.824,-463.014,-462.586,-463.587,-462.701,-461.407,0.469,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.585,PASS,1228.434,2.454,1909.138,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
122, 0,245,0, 1,1,-391.104,-457.394,-458.427,-461.584,-459.623,-458.886,-460.306,-460.681,-462.465,-461.942,-463.434,-460.593,0.078,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.606,PASS,1227.849,2.446,1916.068,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
122, 1,245,1, 1,1,-400.977,-476.005,-474.427,-474.426,-473.107,-474.352,-473.423,-474.685,-475.225,-475.453,-475.528,-473.116,0.213,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.618,PASS,1231.767,2.471,1903.965,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
123, 0,247,0, 1,1,-394.432,-464.329,-465.593,-467.903,-468.289,-468.943,-468.524,-466.969,-468.208,-468.347,-467.130,-466.381,0.474,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.609,PASS,1225.356,2.458,1908.952,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
123, 1,247,1, 1,1,-392.553,-466.618,-465.880,-466.437,-464.924,-463.742,-462.992,-464.928,-471.025,-464.399,-464.350,-462.179,0.038,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.749,PASS,1231.341,2.486,1917.009,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
124, 0,249,0, 1,1,-390.464,-458.558,-460.426,-461.827,-461.267,-461.193,-464.069,-461.268,-462.131,-463.215,-463.744,-462.005,0.268,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.617,PASS,1231.508,2.488,1902.889,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
124, 1,249,1, 1,1,-403.675,-479.966,-478.625,-480.408,-479.204,-480.058,-478.862,-481.256,-481.361,-482.112,-482.569,-479.795,0.231,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.579,PASS,1235.889,2.472,1934.362,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
125, 0,251,0, 1,1,-392.207,-464.673,-465.860,-465.108,-466.602,-466.369,-468.094,-465.521,-466.073,-466.792,-466.410,-465.618,0.096,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.613,PASS,1232.799,2.486,1931.034,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
125, 1,251,1, 1,1,-385.500,-461.001,-460.503,-458.382,-459.476,-457.066,-457.496,-457.967,-459.430,-459.621,-456.551,-457.078,0.384,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.651,PASS,1232.606,2.469,1906.492,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
126, 0,253,0, 1,1,-386.793,-456.383,-458.246,-457.526,-457.682,-457.644,-458.176,-458.396,-459.743,-457.835,-457.367,-458.064,0.008,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.624,PASS,1230.493,2.502,1906.827,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
126, 1,253,1, 1,1,-402.381,-477.088,-475.631,-477.153,-477.924,-476.935,-475.716,-478.013,-479.855,-477.496,-479.473,-477.583,0.092,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.621,PASS,1229.699,2.485,1932.333,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
127, 0,255,0, 1,1,-391.539,-463.433,-465.220,-464.165,-464.151,-463.800,-465.831,-464.231,-465.267,-463.568,-464.512,-463.156,0.084,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.614,PASS,1229.729,2.480,1903.371,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
127, 1,255,1, 1,1,-387.099,-460.992,-460.789,-460.122,-459.992,-459.692,-457.148,-460.938,-460.655,-460.666,-461.033,-459.867,0.372,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.632,PASS,1224.136,2.442,1913.065,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
128, 0,257,0, 1,1,-391.983,-461.410,-462.272,-463.598,-462.612,-462.869,-464.302,-465.015,-464.004,-462.681,-463.787,-462.478,0.341,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.603,PASS,1230.368,2.513,1917.347,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
128, 1,257,1, 1,1,-399.516,-476.330,-475.387,-473.830,-473.088,-473.550,-473.442,-474.147,-478.539,-475.596,-474.670,-471.585,0.208,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.621,PASS,1229.474,2.478,1915.204,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
129, 0,259,0, 1,1,-392.207,-462.316,-463.980,-462.979,-463.217,-463.485,-465.382,-464.632,-465.453,-463.735,-465.499,-465.890,0.202,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.641,PASS,1225.481,2.454,1915.429,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
129, 1,259,1, 1,1,-389.272,-462.294,-461.921,-463.172,-463.386,-461.698,-462.134,-463.495,-464.751,-463.234,-464.570,-461.063,0.247,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.642,PASS,1227.857,2.475,1937.009,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
130, 0,261,0, 1,1,-388.512,-457.990,-459.930,-459.741,-458.993,-459.459,-461.103,-459.567,-460.234,-458.737,-460.639,-461.213,0.188,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.645,PASS,1230.318,2.447,1914.491,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
130, 1,261,1, 1,1,-400.986,-477.485,-476.634,-476.280,-476.678,-476.429,-477.232,-476.252,-478.115,-476.799,-476.769,-474.594,0.272,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.677,PASS,1229.562,2.438,1920.477,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
131, 0,263,0, 1,1,-393.181,-465.111,-465.578,-467.022,-465.939,-466.541,-468.194,-466.692,-468.175,-466.406,-468.837,-468.648,0.170,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.615,PASS,1229.942,2.489,1952.032,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
131, 1,263,1, 1,1,-392.711,-463.888,-463.153,-465.765,-466.819,-465.403,-462.873,-466.000,-466.338,-465.062,-465.505,-464.310,-0.069,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.598,PASS,1234.411,2.451,1913.815,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
132, 0,265,0, 1,1,-389.237,-455.887,-458.980,-458.631,-457.125,-457.348,-460.215,-460.069,-460.163,-458.117,-459.618,-458.808,0.189,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.673,PASS,1229.378,2.490,1887.004,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
132, 1,265,1, 1,1,-399.740,-472.813,-470.941,-472.243,-473.231,-470.857,-472.441,-473.242,-474.973,-473.043,-474.234,-471.042,0.393,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.617,PASS,1230.063,2.460,1906.976,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
133, 0,267,0, 1,1,-390.154,-463.495,-465.869,-462.965,-464.514,-464.287,-466.346,-464.140,-465.506,-464.069,-465.952,-463.566,0.033,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.780,PASS,1228.514,2.467,1935.934,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
133, 1,267,1, 1,1,-393.202,-463.717,-462.991,-465.560,-466.213,-464.916,-462.473,-465.319,-465.561,-465.902,-465.912,-464.587,-0.219,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.616,PASS,1232.857,2.464,1911.156,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
134, 0,269,0, 1,1,-392.231,-460.084,-471.694,-462.489,-462.106,-461.556,-464.575,-462.544,-463.456,-462.824,-464.516,-463.017,0.265,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.639,PASS,1234.679,2.500,1926.919,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
134, 1,269,1, 1,1,-403.212,-479.580,-478.568,-478.230,-480.049,-479.490,-478.953,-478.609,-480.980,-481.291,-481.352,-479.976,0.131,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.535,PASS,1224.286,2.437,1920.137,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
135, 0,271,0, 1,1,-389.782,-460.914,-461.456,-460.841,-461.057,-462.563,-462.665,-462.931,-461.774,-461.641,-462.599,-461.929,0.369,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.645,PASS,1230.105,2.466,1905.823,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
135, 1,271,1, 1,1,-385.915,-456.806,-459.295,-462.586,-461.104,-461.211,-460.151,-461.190,-460.145,-461.363,-461.349,-458.923,0.224,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.663,PASS,1228.171,2.497,1905.748,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
136, 0,273,0, 1,1,-385.322,-453.903,-457.000,-455.364,-454.565,-453.337,-455.864,-455.692,-456.926,-456.080,-456.848,-455.195,0.216,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.694,PASS,1234.879,2.485,1894.619,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
136, 1,273,1, 3,30,-385.805,-460.094,-460.741,-441.522,-443.683,-441.504,-443.461,-444.915,-445.265,-445.068,-444.410,-441.645,23.472,1.000,PASS,FAIL,,,,,,,,,,,,,,,,,,,,,,,,,,,
137, 0,275,0, 1,1,-388.669,-461.949,-464.972,-462.974,-462.063,-461.890,-462.383,-462.759,-462.903,-463.058,-463.968,-461.848,0.258,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.713,PASS,1231.233,2.458,1905.934,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,4.999,5.000,PASS,
137, 1,275,1, 3,32,-384.750,-453.848,-455.704,-460.365,-460.717,-460.724,-458.168,-460.295,-459.983,-459.406,-460.060,-457.745,0.165,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.730,PASS,1232.719,3.095,,,,,,,,,,,,,,,,,,,
138, 0,277,0, 1,1,-390.617,-457.761,-461.199,-461.922,-462.059,-462.043,-463.643,-462.210,-463.575,-462.199,-463.663,-462.535,0.263,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.620,PASS,1237.799,2.458,1907.908,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
138, 1,277,1, 1,1,-402.123,-475.733,-473.959,-475.932,-475.270,-476.009,-475.063,-477.718,-477.953,-478.537,-477.977,-475.828,0.162,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.606,PASS,1228.233,2.442,1916.331,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
139, 0,279,0, 1,1,-389.113,-463.151,-463.923,-463.169,-462.821,-463.600,-463.300,-465.249,-464.462,-463.420,-464.421,-463.413,0.081,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.611,PASS,1224.679,2.457,1929.165,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
139, 1,279,1, 1,1,-388.957,-458.104,-457.614,-458.982,-458.579,-459.024,-460.256,-459.543,-462.104,-460.766,-460.237,-458.398,0.163,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.671,PASS,1231.566,2.454,1906.865,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
140, 0,281,0, 1,1,-388.445,-457.046,-458.303,-458.736,-459.766,-459.316,-460.974,-458.970,-461.025,-458.894,-459.323,-460.154,0.180,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.632,PASS,1229.792,2.500,1899.705,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
140, 1,281,1, 1,1,-400.643,-475.728,-474.456,-474.407,-475.303,-474.027,-474.533,-476.509,-475.159,-475.105,-474.785,-473.263,0.245,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.658,PASS,1229.774,2.452,1923.996,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
141, 0,283,0, 1,1,-391.825,-463.890,-473.412,-465.722,-466.306,-464.707,-464.852,-464.890,-466.545,-465.810,-468.918,-465.933,0.086,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.600,PASS,1235.869,2.492,1909.288,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
141, 1,283,1, 1,1,-391.244,-460.662,-460.068,-462.729,-462.560,-463.317,-462.268,-464.562,-464.379,-463.435,-463.003,-462.284,0.210,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.624,PASS,1228.797,2.456,1899.484,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
142, 0,285,0, 1,1,-389.763,-457.714,-459.791,-460.965,-457.925,-459.755,-460.497,-459.988,-460.511,-460.005,-461.288,-460.302,0.153,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.745,PASS,1225.418,2.429,1921.233,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
142, 1,285,1, 1,1,-401.182,-476.215,-475.125,-473.935,-475.489,-474.404,-475.148,-476.061,-475.726,-477.205,-475.341,-474.050,0.172,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.676,PASS,1233.446,2.472,1910.221,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
143, 0,287,0, 1,1,-391.310,-463.185,-465.001,-464.674,-464.190,-464.746,-465.726,-465.526,-466.035,-466.678,-464.621,-464.897,0.255,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.625,PASS,1232.473,2.450,1892.490,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
143, 1,287,1, 1,1,-385.691,-458.157,-457.103,-457.428,-457.729,-458.245,-458.258,-458.081,-459.039,-457.745,-457.812,-456.959,0.236,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.721,PASS,1232.731,2.459,1926.843,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
144, 0,289,0, 1,1,-390.188,-458.052,-465.292,-459.531,-460.199,-460.046,-460.711,-459.964,-463.075,-460.578,-461.369,-462.129,0.184,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.649,PASS,1237.511,2.505,1903.074,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
144, 1,289,1, 1,1,-400.389,-476.067,-475.172,-475.365,-474.888,-474.233,-475.282,-475.237,-476.460,-476.389,-476.443,-473.893,0.316,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.570,PASS,1231.867,2.448,1901.037,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
145, 0,291,0, 1,1,-395.158,-463.833,-472.858,-468.094,-467.465,-467.645,-469.102,-467.514,-468.952,-467.236,-468.871,-468.519,0.055,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.660,PASS,1234.215,2.478,1927.908,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
145, 1,291,1, 1,1,-390.094,-459.775,-458.941,-461.447,-461.921,-459.511,-461.262,-462.052,-462.610,-462.609,-461.407,-460.124,0.269,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.658,PASS,1234.899,2.491,1928.022,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
146, 0,293,0, 1,1,-391.734,-459.703,-620.143,-462.474,-463.269,-464.149,-463.467,-462.210,-463.780,-464.012,-462.213,-464.196,0.147,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.708,PASS,1229.930,2.465,1914.190,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
146, 1,293,1, 1,1,-404.229,-479.393,-478.291,-477.176,-478.034,-478.468,-479.506,-478.580,-480.589,-479.157,-480.647,-477.850,0.024,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.534,PASS,1231.027,2.429,1905.599,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
147, 0,295,0, 1,1,-390.350,-462.359,-466.432,-464.574,-463.975,-463.566,-464.035,-465.273,-465.405,-464.226,-466.944,-465.017,0.496,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.684,PASS,1230.005,2.483,1933.251,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
147, 1,295,1, 1,1,-384.191,-457.050,-456.959,-455.360,-455.265,-455.218,-456.128,-457.952,-457.122,-455.941,-455.434,-453.416,0.178,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.599,PASS,1233.959,2.462,1886.057,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
148, 0,297,0, 1,1,-388.197,-458.057,-459.066,-460.665,-459.732,-459.927,-460.993,-460.403,-462.298,-461.737,-462.194,-459.844,0.394,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.567,PASS,1234.152,2.509,1948.876,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
148, 1,297,1, 1,1,-405.571,-479.923,-479.045,-480.565,-481.873,-479.786,-480.039,-482.256,-482.162,-483.439,-482.545,-479.499,0.075,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.586,PASS,1233.120,2.461,1927.033,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
149, 0,299,0, 1,1,-392.031,-464.391,-467.396,-464.584,-466.311,-465.013,-465.864,-465.574,-466.683,-466.749,-467.154,-465.799,0.250,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.619,PASS,1231.759,2.501,1942.403,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
149, 1,299,1, 1,1,-389.129,-459.999,-459.061,-461.447,-462.541,-461.817,-460.837,-461.366,-461.642,-462.671,-464.489,-461.521,0.292,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.607,PASS,1227.244,2.442,1919.231,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
150, 0,301,0, 1,1,-389.447,-457.680,-460.264,-460.512,-461.053,-459.827,-461.222,-460.016,-462.122,-461.069,-461.621,-460.192,0.170,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.656,PASS,1234.027,2.503,1907.609,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
150, 1,301,1, 1,1,-404.095,-478.892,-478.166,-479.708,-479.352,-478.468,-479.434,-480.590,-480.112,-481.090,-481.543,-478.517,0.301,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.596,PASS,1233.107,2.425,1917.234,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
151, 0,303,0, 1,1,-395.358,-464.272,-467.596,-467.908,-468.871,-467.554,-469.283,-468.613,-468.709,-468.490,-468.198,-467.484,0.250,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.608,PASS,1228.864,2.455,1902.852,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
151, 1,303,1, 1,1,-388.432,-460.333,-459.166,-461.008,-460.398,-460.709,-459.179,-461.162,-461.575,-460.943,-461.301,-458.398,0.082,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.627,PASS,1228.885,2.425,1929.508,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
152, 0,305,0, 1,1,-390.994,-459.345,-465.697,-461.441,-461.353,-460.992,-463.911,-460.958,-463.928,-461.641,-463.586,-462.697,0.421,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.648,PASS,1231.834,2.499,1912.916,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
152, 1,305,1, 1,1,-401.559,-477.303,-476.170,-477.029,-476.535,-474.132,-476.693,-476.537,-479.240,-477.997,-479.137,-476.405,0.316,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.543,PASS,1225.427,2.439,1923.768,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
153, 0,307,0, 1,1,-393.897,-465.331,-468.345,-465.941,-465.686,-466.895,-468.085,-465.602,-466.340,-467.818,-467.774,-467.489,0.192,1.000,PASS,PASS,PASS,PASS,PASS,PASS,0.658,PASS,1232.887,2.465,1913.440,PASS,PASS,PASS,0.000,0.000,100.000,100.000,PASS,PASS,PASS,PASS,PASS,PASS,PASS,5.000,5.000,PASS,
